 format: day,hour,forecast,value  location:73_134 Start : 20120101 
 11,0200,+13,3.000000 
 11,0200,+16,3.000000 
 11,0200,+19,2.000000 
 11,0200,+22,2.000000 
 11,0200,+25,2.000000 
 11,0200,+28,2.000000 
 11,0200,+31,2.000000 
 11,0200,+34,2.000000 
 11,0200,+37,1.000000 
 11,0200,+40,1.000000 
 11,0200,+43,1.000000 
 11,0200,+46,1.000000 
 11,0200,+49,1.000000 
 11,0500,+4,4.000000 
 11,0500,+7,3.000000 
 11,0500,+10,3.000000 
 11,0500,+13,3.000000 
 11,0500,+16,2.000000 
 11,0500,+19,2.000000 
 11,0500,+22,2.000000 
 11,0500,+25,2.000000 
 11,0500,+28,2.000000 
 11,0500,+31,2.000000 
 11,0500,+34,1.000000 
 11,0500,+37,1.000000 
 11,0500,+40,1.000000 
 11,0500,+43,1.000000 
 11,0500,+46,1.000000 
 11,0800,+4,3.000000 
 11,0800,+7,3.000000 
 11,0800,+10,3.000000 
 11,0800,+13,2.000000 
 11,0800,+16,2.000000 
 11,0800,+19,3.000000 
 11,0800,+22,3.000000 
 11,0800,+25,3.000000 
 11,0800,+28,2.000000 
 11,0800,+31,2.000000 
 11,0800,+34,1.000000 
 11,0800,+37,1.000000 
 11,0800,+40,1.000000 
 11,0800,+43,2.000000 
 11,0800,+46,2.000000 
 11,0800,+49,3.000000 
 11,0800,+52,2.000000 
 11,0800,+55,1.000000 
 11,1100,+4,3.000000 
 11,1100,+7,3.000000 
 11,1100,+10,2.000000 
 11,1100,+13,2.000000 
 11,1100,+16,3.000000 
 11,1100,+19,3.000000 
 11,1100,+22,3.000000 
 11,1100,+25,2.000000 
 11,1100,+28,2.000000 
 11,1100,+31,1.000000 
 11,1100,+34,1.000000 
 11,1100,+37,1.000000 
 11,1100,+40,2.000000 
 11,1100,+43,2.000000 
 11,1100,+46,3.000000 
 11,1100,+49,2.000000 
 11,1100,+52,1.000000 
 11,1400,+4,3.000000 
 11,1400,+7,2.000000 
 11,1400,+10,2.000000 
 11,1400,+13,3.000000 
 11,1400,+16,3.000000 
 11,1400,+19,3.000000 
