 format: day,hour,forecast,value  location:75_136 Start : 20090101 
 1,0200,+4,30.000000 
 1,0200,+7,40.000000 
 1,0200,+10,60.000000 
 1,0200,+13,70.000000 
 1,0200,+16,80.000000 
 1,0200,+19,80.000000 
 1,0200,+22,70.000000 
 1,0200,+25,40.000000 
 1,0200,+28,20.000000 
 1,0200,+31,40.000000 
 1,0200,+34,60.000000 
 1,0200,+37,70.000000 
 1,0200,+40,80.000000 
 1,0200,+43,80.000000 
 1,0200,+46,70.000000 
 1,0200,+49,40.000000 
 1,0500,+4,40.000000 
 1,0500,+7,60.000000 
 1,0500,+10,70.000000 
 1,0500,+13,80.000000 
 1,0500,+16,80.000000 
 1,0500,+19,70.000000 
 1,0500,+22,40.000000 
 1,0500,+25,20.000000 
 1,0500,+28,40.000000 
 1,0500,+31,60.000000 
 1,0500,+34,70.000000 
 1,0500,+37,80.000000 
 1,0500,+40,80.000000 
 1,0500,+43,70.000000 
 1,0500,+46,40.000000 
 1,0800,+4,66.000000 
 1,0800,+7,76.000000 
 1,0800,+10,79.000000 
 1,0800,+13,81.000000 
 1,0800,+16,73.000000 
 1,0800,+19,51.000000 
 1,0800,+22,30.000000 
 1,0800,+25,36.000000 
 1,0800,+28,61.000000 
 1,0800,+31,73.000000 
 1,0800,+34,78.000000 
 1,0800,+37,82.000000 
 1,0800,+40,79.000000 
 1,0800,+43,41.000000 
 1,0800,+46,26.000000 
 1,0800,+49,40.000000 
 1,0800,+52,62.000000 
 1,0800,+55,71.000000 
 1,1100,+4,76.000000 
 1,1100,+7,79.000000 
 1,1100,+10,81.000000 
 1,1100,+13,73.000000 
 1,1100,+16,51.000000 
 1,1100,+19,30.000000 
 1,1100,+22,36.000000 
 1,1100,+25,61.000000 
 1,1100,+28,73.000000 
 1,1100,+31,78.000000 
 1,1100,+34,82.000000 
 1,1100,+37,79.000000 
 1,1100,+40,41.000000 
 1,1100,+43,26.000000 
 1,1100,+46,40.000000 
 1,1100,+49,62.000000 
 1,1100,+52,71.000000 
 1,1400,+4,80.000000 
 1,1400,+7,80.000000 
 1,1400,+10,70.000000 
 1,1400,+13,50.000000 
 1,1400,+16,30.000000 
 1,1400,+19,40.000000 
 1,1400,+22,60.000000 
 1,1400,+25,70.000000 
 1,1400,+28,80.000000 
 1,1400,+31,80.000000 
 1,1400,+34,80.000000 
 1,1400,+37,40.000000 
 1,1400,+40,30.000000 
 1,1400,+43,40.000000 
 1,1400,+46,60.000000 
 1,1400,+49,70.000000 
 1,1700,+4,80.000000 
 1,1700,+7,70.000000 
 1,1700,+10,50.000000 
 1,1700,+13,30.000000 
 1,1700,+16,40.000000 
 1,1700,+19,60.000000 
 1,1700,+22,70.000000 
 1,1700,+25,80.000000 
 1,1700,+28,80.000000 
 1,1700,+31,80.000000 
 1,1700,+34,40.000000 
 1,1700,+37,30.000000 
 1,1700,+40,40.000000 
 1,1700,+43,60.000000 
 1,1700,+46,70.000000 
 1,2000,+4,70.000000 
 1,2000,+7,50.000000 
 1,2000,+10,40.000000 
 1,2000,+13,40.000000 
 1,2000,+16,60.000000 
 1,2000,+19,70.000000 
 1,2000,+22,80.000000 
 1,2000,+25,80.000000 
 1,2000,+28,80.000000 
 1,2000,+31,40.000000 
 1,2000,+34,30.000000 
 1,2000,+37,40.000000 
 1,2000,+40,60.000000 
